ID,VERB,DEFINITION,EXAMPLE,ARG0,FLAG0,ARG1,FLAG1,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG2,FLAG2,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG3,FLAG3,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG4,FLAG4,"NOM, ACC, DAT, ABL, INS, LOC, GEN",,,,,,,,,,,,,,,
TUR10-0214620,doğurmak,"Yavru dünyaya getirmek, doğum yapmak",Kediler doğurdu.,doğuran kişi,pag,doğurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0679650,serpmek,Belli bir yere dağılacak biçimde dökmek,,döken kişi,pag,döktüğü şey,ppt,,döktüğü yer,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0653610,saçmak,"Bir şeyi ortalığa dağıtmak, dökmek",Oraya birikmiş sulara basarak çamurları etrafa saçtı.,Döken,pag,Dökülen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0295840,gezdirmek,Bir şeyi başka bir şeyin üzerinde dolaştırarak dökmek,Salataya yağ gezdirmek.,döken kişi,pag,dökülen şey,ppt,,döküldüğü yer,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0165250,çırçırlamak,"Pamuk, keten, kendir vb. bitkisel dokuma ham maddelerini çekirdek veya kabuklarından temizlemek",Toplanan pamukları çırçırlayacaklar.,çırçırlayan,pag,dokuma hammaddesi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0215070,dokumak,"Tezgâhta ipliği, çözgü ve atkı durumunda kullanarak kumaş yapmak",Orada kilim dokuyan kadınların arasında yaşam savaşı veriyordu.,"dokuyan kişi, dokumacı",pag,"dokunan şey, kumaş",ppt,,dokuma aleti,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0717780,sürtmek,Dokundurmak,,dokunduran kişi,pag,dokundurduğu şey,ppt,,dokundurulan şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0215220,dokundurmak,Bir şeyi üstü kapalı ve sitem yollu hatırlatmak; tariz etmek,,tariz eden kişi,pag,dokundurulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216850,doldurmak,"Yaşını, yılını bitirmek",Yirmi yaşını dolduralı bir iki seneden fazla olmamıştı.,dolduran kişi,pag,dolan yaş,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0219150,doruklamak,Bir kabı tepeleme doldurmak,,tepeleme dolduran kişi,pag,doldurulan kap,ppt,,kabın içine konan şey,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216890,doldurmak,"Birini, başkası için kötü düşünecek bir duruma getirmek","Ah, biliyorum, biliyorum seni o gece doldurdular.",dolduran kişi,pag,doldurulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216820,doldurmak,Araç deposunu akaryakıtla tamamen dolu duruma getirmek,"Depoyu doldurduk, hazırız.",dolduran kişi,pag,doldurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216830,doldurmak,Ateşli silahların içine mermi sürmek,"İki tabanca getirdiler, takır takır doldurdular.",dolduran kişi,pag,doldurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216840,doldurmak,"Bildirge, çizelge, fiş vb. basılı kâğıtların boş yerlerini tamamlamak","Osmanlı tabiiyetini haiz Müslim diye, yol tezkeresi doldururlardı.",dolduran kişi,pag,doldurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216880,doldurmak,Canlılık kazandırmak,"Evi sade sesiyle değil, vücudu ile de doldurdu.",dolduran kişi,pag,doldurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0778760,tohumlamak,"Dişi bir hayvanı, erkeğinden alınan tohumla yapay olarak döllemek",,döllendiren kişi,pag,döllenen şey,ppt,,dölleyen şey,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0218410,donatmak,Birinin giyimini sağlamak,Onu donattı sonra da ayrıldı.,donatan kişi,pag,donatılan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0218560,dondurmak,Beklemeye almak,"Nicedir yaşam işlevlerini sınırlamış, kapasitesinin altına inivermiş, madde değişimini dondurmuştu.",donduran kişi,pag,dondurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0218570,dondurmak,Bir şeyi değiştirilemez durumda tutmak,Keşke zamanı dondurabilsek.,donduran kişi,pag,dondurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0127470,bükmek,Döndürmek,,döndüren kişi,pag,döndürülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0413900,kaplamak,"Bir yüzeyi döşemek, başka bir nesne ile örtmek",Dudaklarının üstünü kaplayan muntazam kesilmiş sert ve koyu siyah bıyıkları...,döşeyen kişi,pag,döşediği şey,ppt,,kapladığı şey,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0219420,dosyalamak,"Yazıları, belgeleri dosyaya koymak",,dosyalayan kişi,pag,dosyalanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0219890,doyurmak,Bir maddenin içine alabileceği kadar başka bir madde katmak,Boyayı suya doydurdum.,doyuran kişi,pag,doyan şey ,ppt,,doyulan şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0219870,doyurmak,Açlığını gidermek,"Hiç kimse bir diğerinin yerine karnını doyuramaz, hiç kimse bir başkasının uykusunu uyuyamaz.",doyuran kişi,pag,doyurulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0006480,açmak,"Düğümü, dolaşmış veya iliklenmiş bu durumdan kurtarmak","Elimde bir çile yün var ama kediler oynadığı için düğüm düğüm olmuş, bir türlü açamıyorum.",açan kişi,pag,düğüm,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0228430,düğümlemek,Düğüm yaparak bağlamak,Sandalın koltuğunu demir halkaya düğümledi.,düğümleyen kişi,pag,düğümlenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0228450,düğümlenmek,Düğümle bağlanmak,,düğümleyen kişi,pag,düğümlenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0224910,dumanlamak,Dumanlı duruma getirmek,,dumanlayan kişi,pag,"dumanlanan şey, yer, kişi",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0224920,dumanlamak,Dumana tutmak,,dumanlayan kişi,pag,"dumanlanan şey, yer, kişi",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0863810,yutkunmak,Bir şeyi söylemekle söylememek arasında duraksamak,Annem kelimelerini yutkunuyor.,duraksayan kişi,pag,duraksattığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0667210,sarmak,Kâğıt veya bir bitki yaprağıyla dürmek,Dolma sarıyorum diye yaprağı parmağıma doladım.,düren kişi,pag,dürdüğü şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0445260,kesmek,Akımı durdurmak,Şimdi belediye ile anlaşamayan müteşebbis cereyanı kesmiş.,akımı durduran kişi,pag,durdurulan akım,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790320,tutmak,"Askerlikte, bankacılıkta durdurmak, blokaj",,durduran kişi,pag,durdurulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1015530,dürtelemek,"Dürter gibi yapmak, hafifçe dürtmek",,dürten kişi,pag,dürttüğü kişi,ppt,,dürttüğü alet,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0616090,parmaklamak,Dürtmek,,dürten kişi ,pag,dürttüğü kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0229680,dürtmek,Ucu sivri bir şeyle veya elle hafifçe itmek,On dakika kadar dürttükten ve bağırdıktan sonra nihayet biraz ayılabildi.,dürten kişi,pag,"dürtülen kişi, şey",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0229750,dürtüklemek,Üst üste birkaç kez dürtmek,,dürten kişi,pag,"dürtülen kişi, şey",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0818410,vermek,Hepsini herhangi bir duruma sokmak,Ateşe vermek. Ortalığı heyecana vermek.,duruma sokan kişi,pag,duruma soktuğu kişi,ppt,,sokulan durum,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0230030,dürümlemek,"Dürüm biçiminde sarmak, kıvırmak","Deri gibi sert, yayvan tandır ekmeğine alışmıştı; yer sofrasında bunu kaşık, çatal yerine dürümleyerek kullanmayı beceriyordu.",dürüm yapan kişi,pag,dürümlenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790340,tutmak,Bir şey düşünmek,Herkes aklından bir sayı tutsun.,düşünen kişi,pag,düşündüğü şey,ppt,,düşüncenin olduğu yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0388360,itmek,Bulunduğu yerden aşağı düşürmek,Suya itmek. Havuza itmek.,düşüren kişi,pag,düşürülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0331700,hatıllamak,Duvarı hatılla güçlendirmek,,hatıllayan kişi,pag,duvar,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0413940,kaplamak,Duygular için doldurmak,İçini sevinç kapladı.,içi dolduran duygu,pag,duygunun doldurduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0227730,duyurmak,İlan etmek,,duyuran kişi,pag,duyurulan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0781230,toplamak,"Bir araya getirmek, düzene sokmak, düzeltmek",,düzene sokan kişi,pag,düzene soktuğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0796950,ufunetlendirmek,"Düzenini bozmak, illetli hâle getirmek","(Nanıaziz) Mide şişiriyorsun, beslemiyorsun, bağırsak ufunetlendiriyorsun.",düzenini bozan şey,pag,düzenini bozduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0232300,düzenlemek,Düzenleme yapmak,,düzenleyen kişi,pag,düzenlenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0232950,düzmek,Bir gereksinimi karşılamak amacıyla birçok şeyi birbirini tamamlayacak biçimde bir araya getirmek,Oğlum Sıtkı için son zamanlarda epeyce temiz ev eşyası düzdü diyorlar.,toplayan kişi,pag,düzülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0233420,ebelemek,Oyunda ebe yapmak,,ebeleyen kişi,pag,ebelenen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0234760,edinmek,"Kendini bir şeye sahip kılmak, kendine sağlamak, iktisap etmek",Başlangıçta ücretini düşük tutup el mahareti edindi.,edinen kişi,pag,edinilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0236090,eğelemek,"Eğe ile düzleştirmek, aşındırmak",,eğeleyen kişi,pag,eğelenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0595710,oyalamak,"Eğlendirmek, hoşça vakit geçirtmek",Biz onu eğlendirdiğimiz kadar o da bizi oyalamıştı.,eğlendiren kişi,pag,eğlendirdiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296910,gıdıklamak,"Eğlendirici, hoşa giden sözler söylemek","Evlenme yaşına girmiş kızları mütemadiyen koca lakırtısı ederek gıdıklar, toy genç kadınları ayıp hikâyelerle eğlendirir.",konuşarak eğlendiren kişi,pag,eğlenen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1017710,eğretilemek,Eğreti olarak yapmak,,eğreti olarak yapan kişi,pag,eğreti olarak yaptığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0127590,bükülmek,İplik eğrilmek,,iplik eğiren kişi,pag,eğrilen iplik,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0238670,eklemek,Bir şeyi ek olarak kullanmak,Bu kumaşı örtüye eklemeli.,ekleme yapan kişi,pag,eklenecek parça,ppt,,üzerine ekleme yapılacak şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242930,eklemek,Bir söze ilave yapmak,"Pinhan'ın bu sözlerden bir şey anlamadığını gördüğünde, 'meyhane' diye ekledi.",Ekleyen kişi,pag,eklenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0105480,binmek,Eklenmek; katılmak,Annemin dul maaşından ayrılmış bütçeme bir de posta masrafı binmişti her hafta.,ekleyen şey,pag,eklenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0239900,eksiklenmek,Eksiklik duymak,,eksiklik çeken kişi,pag,eksikliği çekilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0070040,bağlanmak,Beklenen şey elde edilmez olmak,,Elde edemeyen kişi,pag,elde edilemeyen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0336940,hazırlamak,Bir maddeyi elde etmek,,hazırlayan kişi,pag,elde edilen madde,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0585920,olmak,"Bir şeyi elde etmek, edinmek",Nihayet ben mal sahibi olacağıma göre rahattım.,elde eden kişi,pag,elde ettiği şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0236350,eğilmek,Bir işi önemseyip ele almak,"Bir yandan ayrıntılara eğilirken, bir yandan da bunları alaylı bir süzgeçten geçirir.",ele alan kişi,pag,"ele alınan konu, durum",ppt,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0049440,asılmak,Hızla eline almak,Hemen küreklere asıldı.,eline alan kişi,pag,"ele alınan şey, araç",ppt,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0435880,kazanmak,"Ele geçirmek, fethetmek, kazanç sağlamak",Düşmandan yer kazanmak.,ele geçiren kişi,pag,ele geçirdiği şey,ppt,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0241870,elektriklendirmek,Sinirli ve gergin bir duruma yol açmak,"Seçim, havayı büsbütün elektriklendirmiş, sinirleri iyice gerginleştirmişti.",elektriklendiren kişi,pag,elektriklendirilen şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0748220,tartmak,Bir şeyi avuç içinde sallayarak ağırlığını kestirmeye çalışmak,,elinde tartan kişi,pag,elinde tarttığı şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100310,bırakmak,"Bakılmak, korunmak için vermek",Eşyamı size bırakacağım.,emanet eden kişi,pag,emanet edilen şey,ppt,acc,emanet edilen kişi,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0245100,emaylamak,Emayla kaplamak,,emaylayan kişi,pag,emayla kaplanan şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0703420,sormak,Dudakları uzatıp soluğu kuvvetle çekerek emmek,,emen kişi,pag,emdiği şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0703570,sorumak,Emmek,,emen kişi,pag,emdiği şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879950,çekmek,Bir şeyi emip dışarıya çıkarmak,"Tulumba, suyu iyi çekiyor. Baca iyi çekiyor.",emen kişi,pag,emdiği şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0472140,konmak,Bir şeyi emeksiz edinmek,Ayşe de yarın öbür gün bir lise hocası olacak belki de servete de konacaktı.,emeksiz edinen kişi,pag,emeksiz edindiği şey,ppt,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0246980,endekslemek,Endekse bağlamak,,"endeksleyen kişi, kurum",pag,endekslenen şey,ppt,acc,endekslediği şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0006410,açmak,Engeli kaldırmak,Karla kapanan yolu küreklerle açmak için belediyeden işçiler geldi.,engeli kaldıran kişi,pag,engelini kaldırdığı şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0247770,engellemek,Güreşte hasmı çaprazda sürerken düşürmek için ayağına basmak veya topuğuna ayak takmak,,engelleyen güreşçi,pag,engellenen güreşçi,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0158360,çelmelemek,Bir iş veya kimseyi engellemek,Başarılı olmak için kardeşini çelmeledi.,engelleyen kişi,pag,engellenen kişi,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0183920,darbelemek,Bir işi engellemek,,engelleyici,pag,"engellenen şey, iş",ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0232310,düzenlemek,Müzik aletlerini akort etmek,,akort yapan kişi,pag,enstrüman,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0250040,erginlemek,Birini bir konu üzerinde aydınlatıp onu gerekli temel bilgi ve becerilerle donatarak ergin ve yetişmiş kılmak,,erginleyen kişi,pag,erginlenen kişi,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0294870,getirmek,Erişmek veya eriştiğini sanmak,Baharı getirdik.,erişen kişi,pag,erişilen şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242440,bulmak,Erişmek,Fiyatı 500 lirayı buluyor.,erişen şey,pag,erişilen şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0191230,demek,Erişmek,Saat yedi dedi mi uyanırım.,erişen şey,pag,erişilen şey,ppt,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0262520,ezmek,Sıvı içinde bastırıp karıştırarak eritmek,Şerbet için şeker ezmek. Boya ezmek.,eriten kişi,pag,eritilen şey,ppt,acc,eritilen şeyin konduğu sıvı,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0323910,halletmek,Bir cismi bir sıvı içinde eritmek,,eriten kişi,pag,eritilen şey,ppt,acc,sıvı,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0690680,sızdırmak,Eritip süzerek temiz bir duruma getirmek,Bu küp suyu sızdırıyor. Son kadeh adamı sızdırdı.,eriten kişi,pag,erittiği şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0659860,saldırmak,Etkisiyle eritmek,Asitler madenlere saldırır.,eriten şey,pag,erittiği şey,ppt,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0660790,sallamak,Bir işi sürekli olarak başka bir zamana ertelemek; savsaklamak,"Ev sahibinin gözünü boyarım, kalan borcu bir müddet daha sallarım diyordu.",erteleyen kişi,pag,ertelediği şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100140,bırakmak,Bir işi başka bir zamana ertelemek,Gezmeyi haftaya bıraktık.,erteleyen kişi,pag,ertelenen şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1022700,esirgememek,Feda etmekten çekinmemek; diriğ etmemek,İnsan yurdu için canını esirgemez.,esirgemeyen kişi,pag,esirgemediği şey,ppt,acc,esirgenmeyen kişi,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0257190,eteklemek,Birinin eteğini saygı göstermek amacıyla öpmek veya öper gibi yapmak,Sedirin yanına varıp hanımı etekledi.,eteği öpen kişi,pag,eteği öpülen kişi,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0825930,yakalamak,Birdenbire etkisi altına almak,Yağmur bizi yolda yakaladı.,Etki altına alan şey,pag,Etki altına alınan şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0068750,bağımlamak,"Bir şeyi bağım altına sokmak, etkisi altında tutmak",Kadın adamı derinden bağımlamış.,etkisi altında tutan kişi,pag,etki altında kalan şey,ppt,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0821820,vurmak,"Etkisi bir yere kadar uzanmak, sokulmak, girmek, duyulmak, yansımak, aksetmek",Dişimin ağrısı kulağıma vurdu.,Etkileyen,pag,Etkilenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0200540,devretmek,"Dönmek, dolaşmak",,"dolaşan kişi, şey",pag,etrafında dolaşılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0258910,ettirmek,İşi başkasının yapmasını sağlamak,,ettiren kişi,pag,ettirilen şey,ppt,,ettirilen kişi,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0818360,vermek,"Kızı, kadını biriyle evlendirmek","Uzun Osman, Zeynep'le Süleyman'a, ikisini birbirine vereceğini söylediği zaman şaşmadılar.",evlendiren kişi,pag,evlendirdiği kişi,ppt,,evlendiren kişi,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0381860,istemek,Evlenmek dileğinde bulunmak,Komşunun kızını istemişler.,evlenme dileğinde bulunan kişi,pag,evlenme dileğinde bulunulan kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0062370,aymak,Gerçeği anlamak,"Günlerdir çocukla eğleniyorlar, zavallım daha yeni aydı.",fark eden kişi,pag,fark edilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0825920,yakalamak,"Bir kimsenin suçluluğunu gösteren söz, bakış veya işareti fark etmek",Onun kaçamak bakışlarını yakaladım.,Hareketi fark eden kişi,pag,fark edilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0803280,uyumak,"Çevresindeki olayları fark etmemek, görmemek","Ben de sizler gibi adam olurdum, okurdum; okumak bilsem okurdum da uyumazdım.",fark etmeyen kişi,pag,fark etmediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0327680,harcamak,Manevi yönden kötü duruma düşürmek; feda etmek,Çoluk çocuğu uğruna kendini harcadı.,fedakar kişi,pag,feda edilen şey,ppt,,uğruna fedakarlık yapılan kişi,gol,,,,,,,,,,,,,,,,,,,,,,
TUR10-0668640,satmak,Bir çıkar karşılığında bir şeyi gözden çıkarmak; feda etmek,,feda eden kişi,pag,feda ettiği şey,ppt,,feda edilen kişi,gol,,,,,,,,,,,,,,,,,,,,,,
TUR10-0006660,açmak,"Savaşla almak, fethetmek","Büyük İskender, İran yolunu Makedon halkı için açtı.",fatih,pag,fethedilen yer,ppt,,fayda sağlayan kişiler,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0269410,fethetmek,Bir yeri veya ülkeyi savaşarak almak; ülke açmak,Mekânı fethetmek bir marifettir fakat mekânla beraber zamanı da fethetmek yüz misli değerindedir.,fatih,pag,fethedilen yer,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0298760,girmek,Almak; fethetmek,Ordularımız İstanbul'a girdiler.,fetheden kişi,pag,fethedilen yer,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0272940,fihristlemek,Fihriste geçirmek,,fihriste geçiren kişi,pag,fihriste geçirilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0005930,açındırmak,Alıcıda kullanılan boş film üzerindeki gizli görüntüyü görülebilir biçime sokmak amacıyla filmi kimyasal işlemden geçirmek,Filmleri açındırmadan bu konu hakkında bir bilgi edinemeyeceğiz.,fotoğrafçı,pag,film,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0275140,fiskelemek,Fiske vurmak,,fiske vuran kişi,pag,fiskelenen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0276170,fiyatlandırmak,Fiyat tespit etmek; fiyatını belirlemek,,fiyatlandıran kişi,pag,fiyatlandırılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0270190,fıçılamak,Fıçıya koymak,,fıçılayan kişi,pag,fıçılanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0270830,fırçalamak,Temizlemek veya parlatmak için fırça ile sürtmek,,fırçalayan kişi,pag,fırçalanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0271260,fırınlamak,Fırında pişirmek,,"fırınlayan kişi, aşçı",pag,"fırınlanan şey, yemek",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0686610,sıkmak,Basınçlı bir araçla fışkırtmak,Yangına su sıkmak.,fışkırtan kişi,pag,fışkırttığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0105470,binmek,Fiyat artmak,Pamuklulara yüzde on bindi.,artan fiyat,pag,fıyatı artan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879760,çekmek,Görüntüyü bir aletle özel bir nesne üzerine kaydetmek,Fotoğraf çekmek. Film çekmek.,fotoğraf çeken kişi,pag,fotoğrafı çekilen kişi / şey,ppt,,makina,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0163110,çıkarmak,Fotoğraf çektirmek,,fotoğraf çektiren kişi,pag,fotoğrafını çektirdiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0283660,garipsemek,Kendini gurbette veya kimsesiz gibi düşünerek içlenmek,İstanbul'u özlediğimi anlıyor ama yabancılığımı da garipsiyordum.,garipseyen kişi,pag,"garipsenen kişi, şey",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0284010,gasbetmek,"Bir şeyi zorla, izinsiz almak",,hırsız,pag,gasp edilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1202240,gaspetmek,"Zorla, izinsiz almak",,gaspeden kişi,pag,gaspedilen şey,ppt,,gaspedildiği kişi,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0182380,damıtmak,"Gaz ürünler elde etmek için, bazı katı nesneleri ısı yoluyla temel ögelerine ayrıştırmak; imbikten çekmek; taktir etmek",,"damıtan kişi, damıtıcı",pag,gaz,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0395530,kaçırmak,Yarışan bir koşucu diğeri tarafından hızla geçilip ara açılmak,,geçilen kişi,pag,geçen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0287030,geçerlemek,Geçmesini sağlamak,,geçerleyen kişi,pag,geçerlenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0416960,karalamak,Hızlı ve acele olarak yazmak,,geçersiz kılan kişi,pag,geçersiz kıldığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0287820,geçirmek,Bir şeyi bir yandan öbür yana götürmek,Kalanımızı peşine takarak Murat suyunun karşı kıyısına geçirdi.,geçiren kişi,pag,geçirilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0857840,yoğurmak,"Bir kişiye istenilen nitelikleri kazandırmak, yeteneklerini geliştirmek",Taşı yoğuran mimarın yanında bir de hayali yoğuran şair bulunuyordu.,yeteneklerini geliştiren kişi,pag,geliştirdiği yetenek,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0334000,havuzlamak,Gemiyi onarmak için havuza çekmek,,havuzlayan kişi,pag,gemi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0001490,abramak,Fırtınalı havalarda gemiyi ustalıkla yönetmek,"Barbaros Hayrettin, zor durumlarda dahi sakin kalması ve gemiyi ustalıkla abramasıyla tayfasında hayranlık uyandırıyordu.",kaptan,pag,"gemi, deniz taşıtı",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
